GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Engine Coolant Temperature(°C),Barometric pressure (from vehicle)(psi),Engine RPM(rpm),Kilometers Per Litre(Instant)(kpl),Engine Load(Absolute)(%),Run time since engine start(s),Turbo Boost & Vacuum Gauge(psi)
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:35.194,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,87,10.5877552,2343,3.48577905,20.3921566,569,-4.64120817
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:35.551,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,87,10.5877552,2273.75,4.00450754,19.6078434,569,-5.22135878
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:35.898,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,87,10.5877552,2293,3.97602606,20,570,-5.36639643
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:36.416,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,87,10.5877552,2200.75,3.94264674,20.7843132,570,-5.36639643
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:36.859,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,87,10.5877552,2235.5,4.10791302,20,570,-5.36639643
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:37.223,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,87,10.5877552,2276.75,3.41012359,20.3921566,571,-5.22135878
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:37.599,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,87,10.5877552,2324,2.75865197,36.86274338,571,-5.07632113
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:38.143,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,87,10.5877552,3002.25,2.66746664,14.11764717,572,-5.51143456
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:38.593,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,87,10.5877552,2930.5,2.24285316,16.07843208,572,-6.38166094
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:38.978,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,87,10.5877552,2822,1.90386391,17.64705849,573,-5.51143456
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:39.356,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,87,10.5877552,2784.25,1.80907774,16.86274529,573,-5.65647221
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:39.866,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,87,10.5877552,2695.75,1.833606,17.25490189,573,-5.65647221
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:40.321,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,87,10.5877552,2671.25,1.74025071,19.2156868,574,-5.22135878
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:40.684,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,87,10.5877552,2775.5,1.80499554,18.43137169,574,-5.36639643
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:41.036,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,87,10.5877552,2813.25,1.60946321,16.86274529,575,-5.65647221
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:41.545,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,87,10.5877552,2738.5,1.58786643,18.43137169,575,-5.65647221
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:41.990,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,87,10.5877552,2733.25,1.32050228,19.2156868,575,-5.36639643
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:42.345,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,87,10.5877552,2862.75,1.28728092,18.8235302,577,-5.22135878
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:42.735,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,87,10.5877552,2945.25,1.05265784,18.03921509,577,-5.36639643
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:43.255,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,88,10.5877552,3008.5,0.84192413,15.29411793,578,-5.51143456
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:43.719,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,88,10.5877552,2953.25,0.93057513,15.68627453,578,-6.09158516
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:44.097,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,88,10.5877552,2823.25,0.66789818,16.86274529,579,-5.80150986
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:44.473,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,88,10.5877552,2752.25,0.64043134,17.25490189,579,-5.36639643
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:44.983,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,88,10.5877552,2706.25,0.69559687,17.64705849,579,-5.65647221
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:45.438,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,88,10.5877552,2615.25,0.22270642,23.52941132,580,-5.36639643
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:45.802,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,88,10.5877552,2516,0,25.09803963,580,-4.35113239
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:46.162,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,88,10.5877552,2482,0.19163729,26.27450943,581,-4.06105709
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:46.664,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,88,10.5877552,2542.25,0.37199193,26.27450943,581,-3.77098131
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:47.113,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,88,10.5877552,2530.25,0.53341466,26.27450943,581,-3.62594366
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:47.481,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,88,10.5877552,2547,0.72979665,26.27450943,582,-3.77098131
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:47.859,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,88,10.5877552,2558.25,0.90624654,25.88235283,582,-3.77098131
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:48.378,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,89,10.5877552,2558,1.13083422,24.70588303,583,-4.06105709
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:48.831,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,89,10.5877552,2455.5,1.48436487,19.2156868,583,-4.78624582
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:49.216,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,89,10.5877552,1925.5,1.96358955,20.3921566,584,-5.36639643
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:49.594,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,89,10.5877552,1516.5,2.2536664,24.70588303,584,-4.06105709
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:50.125,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,89,10.5877552,1564.75,2.7397151,25.88235283,584,-3.77098131
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:50.573,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,89,10.5877552,1644.75,2.17509389,26.66666603,585,-3.19083071
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:50.949,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,89,10.5877552,2098,2.14749837,21.56862831,585,-4.35113239
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:51.316,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,89,10.5877552,2138.25,1.36076796,21.56862831,586,-5.07632113
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:51.850,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,90,10.5877552,2226.75,1.26839554,23.13725471,586,-4.78624582
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:52.298,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,90,10.5877552,2554.5,0.73079062,20.7843132,587,-4.78624582
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:52.679,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,90,10.5877552,2857.25,0.42468533,21.1764698,587,-4.78624582
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:53.053,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,90,10.5877552,2711.5,0.35319656,23.52941132,587,-4.35113239
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:53.544,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,90,10.5877552,2873.75,0.19052163,21.96078491,588,-4.49617004
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:53.985,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,90,10.5877552,2698.5,0.17558432,23.92156792,588,-4.35113239
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:54.340,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,90,10.5877552,2498.25,0,23.13725471,589,-4.35113239
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:54.713,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,90,10.5877552,2625.5,0,24.70588303,589,-4.49617004
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:55.239,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,90,10.5877552,2185.25,0,29.80392075,589,-2.90075493
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:55.693,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,90,10.5877552,2772.75,0.20685251,23.52941132,590,-3.62594366
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:56.061,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,90,10.5877552,3033,0.48907164,15.29411793,590,-5.94654751
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:56.428,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,90,10.5877552,2751.5,0,23.52941132,591,-4.78624582
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:56.972,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,91,10.5877552,2426.5,0,25.09803963,591,-3.77098131
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:57.406,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,91,10.5877552,2697,0,23.92156792,592,-4.20609474
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:57.761,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,91,10.5877552,2855.75,0,23.13725471,592,-4.35113239
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:58.138,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,91,10.5877552,2909.5,0,20.7843132,592,-4.49617004
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:58.673,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,91,10.5877552,2813.75,0,20.7843132,593,-5.07632113
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:59.121,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,91,10.5877552,2669.75,0,21.56862831,593,-4.78624582
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:59.493,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,91,10.5877552,2498,0,18.8235302,594,-5.36639643
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:35:59.870,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,91,10.5877552,2494,0,22.74509811,594,-5.36639643
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:36:00.397,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,91,10.5877552,2729.5,0,22.74509811,594,-4.49617004
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:36:00.847,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,91,10.5877552,2858,0,21.96078491,595,-4.64120817
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:36:01.205,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,91,10.5877552,2926.75,0,21.96078491,595,-4.64120817
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:36:01.572,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,91,10.5877552,2645.25,0,28.62745094,596,-4.35113239
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:36:02.089,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,92,10.5877552,2130,0,37.25490189,596,-1.74045277
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:36:02.532,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,92,10.5877552,1893.5,0,24.70588303,597,-1.74045277
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:36:02.898,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,92,10.5877552,2133.5,0,21.56862831,597,-4.78624582
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:36:03.298,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,92,10.5877552,2052.75,0.25424388,21.56862831,597,-4.78624582
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:36:03.808,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,92,10.5877552,2081.75,0.54204142,21.56862831,598,-4.93128347
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:36:04.257,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,92,10.5877552,2112,0.5227924,21.1764698,598,-4.78624582
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:36:04.644,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,92,10.5877552,2291.25,0,34.11764526,599,-2.75571728
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:36:05.015,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,92,10.5877552,2852.5,0,31.37254906,599,-2.32060432
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:36:05.525,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,93,10.5877552,3123.75,0,17.25490189,599,-2.90075493
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:36:05.986,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,93,10.5877552,3022,0,13.72549057,600,-6.09158516
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:36:06.347,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,93,10.5877552,2852.25,0,18.8235302,600,-5.65647221
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:36:06.720,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,93,10.5877552,2806.5,0,21.96078491,601,-5.22135878
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:36:07.205,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,93,10.5877552,2462.25,0,25.49019623,601,-4.06105709
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:36:07.608,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,93,10.5877552,2416.5,0,23.13725471,602,-4.20609474
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:36:07.966,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,93,10.5877552,2673.5,0,22.35294151,602,-4.64120817
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:36:08.348,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,93,10.5877552,2781.5,0,22.35294151,602,-4.35113239
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:36:08.877,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,93,10.5877552,2885.5,0,22.35294151,603,-4.49617004
Sat Aug 10 12:34:48 GMT+05:30 2019,10-Aug-2019 12:36:09.379,73.06586836341194,19.047713115728765,9.980412,12.146027,-54.66763030178845,276.2744,6.12915611,-5.05655384,6.43561411,-0.03733256,93,10.5877552,2762.25,0,21.96078491,603,-4.49617004
Sat Aug 10 12:36:10 GMT+05:30 2019,10-Aug-2019 12:36:09.794,73.06465031727062,19.045710572378017,0.54640126,28.03771,-27.995269781909883,0.0,6.12915611,-5.05655384,6.43561411,-0.03733256,93,10.5877552,3027.5,0,20,604,-4.64120817
Sat Aug 10 12:36:10 GMT+05:30 2019,10-Aug-2019 12:36:10.214,73.0647821883588,19.045626459287057,0.24551351,19.0,-8.95727243181318,0.0,-0.30645782,6.39730692,7.89128876,0.05501038,93,10.5877552,3197,0,15.29411793,604,-5.80150986
Sat Aug 10 12:36:10 GMT+05:30 2019,10-Aug-2019 12:36:10.766,73.0647821883588,19.045626459287057,0.24551351,19.0,-8.95727243181318,0.0,0,6.28238535,7.54652357,-0.00459688,94,10.5877552,3029,0,15.68627453,605,-5.94654751
Sat Aug 10 12:36:11 GMT+05:30 2019,10-Aug-2019 12:36:11.245,73.06470360767453,19.0454947236102,0.1871759,19.0,-81.17192261200398,0.0,0,6.24407816,7.12514448,0.00168508,94,10.5877552,2896,0,17.64705849,605,-5.80150986
Sat Aug 10 12:36:11 GMT+05:30 2019,10-Aug-2019 12:36:11.655,73.06470360767453,19.0454947236102,0.1871759,19.0,-81.17192261200398,0.0,0.03830723,6.16746378,7.66144562,0.02159816,94,10.5877552,2813.5,0,19.2156868,605,-5.36639643
Sat Aug 10 12:36:13 GMT+05:30 2019,10-Aug-2019 12:36:12.066,73.06468179010444,19.045591589288872,0.327755,19.0,-49.542982577346265,0.0,-0.19153613,6.20577097,7.39329481,0.0031473,94,10.5877552,2864.75,0,19.6078434,606,-4.93128347
Sat Aug 10 12:36:13 GMT+05:30 2019,10-Aug-2019 12:36:12.628,73.06468179010444,19.045591589288872,0.327755,19.0,-49.542982577346265,0.0,-0.45968673,7.08683681,8.04451752,0.01353064,94,10.5877552,2958.25,0,17.64705849,606,-5.22135878
Sat Aug 10 12:36:13 GMT+05:30 2019,10-Aug-2019 12:36:13.114,73.06468179010444,19.045591589288872,0.327755,19.0,-49.542982577346265,0.0,-2.56658411,8.73404789,5.43962622,0.10001308,94,10.5877552,2704.75,0,30.58823586,607,-5.22135878
Sat Aug 10 12:36:14 GMT+05:30 2019,10-Aug-2019 12:36:13.530,73.06468292158624,19.045632996076534,0.54936165,19.0,-39.805949413217604,0.0,-2.94965649,5.20978308,8.42759037,0.05556537,94,10.5877552,1874.25,0,33.33333206,607,-2.46564198
Sat Aug 10 12:36:14 GMT+05:30 2019,10-Aug-2019 12:36:13.946,73.06468292158624,19.045632996076534,0.54936165,19.0,-39.805949413217604,0.0,-4.67348194,7.81467438,3.86903,0.00517629,94,10.5877552,2347,0.4004629,30.19607925,608,-2.17556667
Sat Aug 10 12:36:15 GMT+05:30 2019,10-Aug-2019 12:36:14.491,73.06470880490352,19.045613961334208,0.3319217,25.886375,-52.34550536982715,324.857,-1.83874691,5.24809027,8.88727665,0.15847024,95,10.5877552,2946.25,0.36369267,16.86274529,608,-3.19083071
Sat Aug 10 12:36:15 GMT+05:30 2019,10-Aug-2019 12:36:14.984,73.06470880490352,19.045613961334208,0.3319217,25.886375,-52.34550536982715,324.857,-0.8810662,4.48194551,13.56075859,0.1844953,95,10.5877552,2854.75,0.65186936,17.64705849,609,-5.65647221
Sat Aug 10 12:36:16 GMT+05:30 2019,10-Aug-2019 12:36:15.398,73.06470880490352,19.045613961334208,0.0,4.9,-52.34550536982715,324.857,-1.76213241,7.66144562,5.13316822,-0.03486132,95,10.5877552,2778.5,0.67276293,18.03921509,609,-5.65647221
Sat Aug 10 12:36:16 GMT+05:30 2019,10-Aug-2019 12:36:15.816,73.06470880490352,19.045613961334208,0.0,4.9,-52.34550536982715,324.857,-1.99197578,6.85699368,6.70376492,0.00034961,95,10.5877552,2767.5,0.61846495,20.3921566,610,-5.07632113
Sat Aug 10 12:36:17 GMT+05:30 2019,10-Aug-2019 12:36:16.372,73.06470880490352,19.045613961334208,0.0,4.9,-52.34550536982715,324.857,-1.45567465,6.70376492,7.31668043,0.04138726,95,10.5877552,2904.75,0.4626486,16.86274529,610,-5.65647221
Sat Aug 10 12:36:17 GMT+05:30 2019,10-Aug-2019 12:36:16.854,73.06470880490352,19.045613961334208,0.0,4.9,-52.34550536982715,324.857,-0.45968673,6.24407816,9.42357826,-0.06252184,95,10.5877552,2785.25,0.42819443,17.25490189,611,-5.51143456
Sat Aug 10 12:36:17 GMT+05:30 2019,10-Aug-2019 12:36:17.261,73.06470880490352,19.045613961334208,0.0,4.9,-52.34550536982715,324.857,-0.61291564,6.58884287,6.12915611,0.00115745,95,10.5877552,2683,0.44656593,18.43137169,611,-5.51143456
