GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Engine Coolant Temperature(°C),Barometric pressure (from vehicle)(psi),Engine RPM(rpm),Kilometers Per Litre(Instant)(kpl),Engine Load(Absolute)(%),Run time since engine start(s),Turbo Boost & Vacuum Gauge(psi)
Sat Aug 10 12:31:39 GMT+05:30 2019,10-Aug-2019 12:31:39.237,73.07098015207376,19.055734136741382,9.045947,19.0,-61.863860089331865,0.0,2.64319873,8.31266785,4.63517427,0.03231129,-,14.64881134,1640,0,18.8235302,597,-8.84730148
Sat Aug 10 12:31:39 GMT+05:30 2019,10-Aug-2019 12:31:39.492,73.07098015207376,19.055734136741382,9.045947,19.0,-61.863860089331865,0.0,1.03429508,7.85298157,6.35899973,0.01295984,-,14.64881134,1640,0,18.8235302,597,-8.84730148
Sat Aug 10 12:31:39 GMT+05:30 2019,10-Aug-2019 12:31:39.738,73.07098015207376,19.055734136741382,9.045947,19.0,-61.863860089331865,0.0,2.18351197,7.96790314,4.40533113,0.01960341,-,14.64881134,1640,0,18.8235302,597,-8.84730148
Sat Aug 10 12:31:41 GMT+05:30 2019,10-Aug-2019 12:31:39.983,73.07096362210818,19.055660412095932,8.235309,19.0,-55.88733276259154,0.0,1.41736746,8.35097599,5.55454779,0.00791209,-,14.64881134,1640,0,18.8235302,597,-8.84730148
Sat Aug 10 12:31:41 GMT+05:30 2019,10-Aug-2019 12:31:40.173,73.07096362210818,19.055660412095932,8.235309,19.0,-55.88733276259154,0.0,1.07260239,7.58483076,4.78840351,0.01033733,79,14.64881134,1640,0,18.8235302,597,-8.84730148
Sat Aug 10 12:31:41 GMT+05:30 2019,10-Aug-2019 12:31:40.960,73.07096362210818,19.055660412095932,8.235309,19.0,-55.88733276259154,0.0,3.29442143,7.08683681,3.10288548,-0.02048201,79,10.5877552,1528.25,90.26999664,27.05882263,339,-8.84730148
Sat Aug 10 12:31:42 GMT+05:30 2019,10-Aug-2019 12:31:41.546,73.07092660088573,19.055562255498337,7.7270412,19.0,-56.329461608082056,0.0,2.56658411,8.50420475,3.14119267,0.00664393,79,10.5877552,1601,7.54710293,37.64706039,340,-3.04579258
Sat Aug 10 12:31:43 GMT+05:30 2019,10-Aug-2019 12:31:42.335,73.07097150847433,19.055496537461732,7.718077,15.839702,-62.17870332673192,184.01328,0.76614451,7.96790314,5.09486103,0.03145563,79,10.5877552,1576,5.70581579,39.60784149,340,-0.72518921
Sat Aug 10 12:31:43 GMT+05:30 2019,10-Aug-2019 12:31:42.771,73.07097150847433,19.055496537461732,7.718077,15.839702,-62.17870332673192,184.01328,1.83874691,7.69975281,3.63918662,0.02041114,79,10.5877552,1653.75,5.39931822,42.74509811,341,0
Sat Aug 10 12:31:43 GMT+05:30 2019,10-Aug-2019 12:31:43.121,73.07097150847433,19.055496537461732,7.718077,15.839702,-62.17870332673192,184.01328,1.72382522,8.08282471,3.25611424,0.02973125,79,10.5877552,1687.25,5.32290268,42.74509811,341,0
Sat Aug 10 12:31:44 GMT+05:30 2019,10-Aug-2019 12:31:43.455,73.07097412049924,19.055430807104408,8.174857,11.251897,-61.83746250253171,183.3366,-1.14921677,10.0364933,6.4739213,0.04868126,79,10.5877552,1705,5.39112473,42.74509811,342,0
Sat Aug 10 12:31:44 GMT+05:30 2019,10-Aug-2019 12:31:43.933,73.07097412049924,19.055430807104408,8.174857,11.251897,-61.83746250253171,183.3366,0.42137951,8.65743351,4.13718033,0.01393529,79,10.5877552,1721.75,5.40909767,42.74509811,342,-0.14503765
Sat Aug 10 12:31:45 GMT+05:30 2019,10-Aug-2019 12:31:44.344,73.07098018745643,19.055356919127007,8.797004,8.258711,-61.29312685225159,183.01747,-0.03830723,8.77235508,5.20978308,0.05904263,79,10.5877552,1784.75,5.37982512,42.74509811,342,0.14503765
Sat Aug 10 12:31:45 GMT+05:30 2019,10-Aug-2019 12:31:44.686,73.07098018745643,19.055356919127007,8.797004,8.258711,-61.29312685225159,183.01747,1.57059634,8.61912632,3.79241538,-0.0078451,79,10.5877552,1762.75,5.35210752,42.74509811,343,0.14503765
Sat Aug 10 12:31:45 GMT+05:30 2019,10-Aug-2019 12:31:45.040,73.07098018745643,19.055356919127007,8.797004,8.258711,-61.29312685225159,183.01747,0.57460839,7.58483076,5.17147589,-0.04338098,79,10.5877552,1813.5,5.56942987,43.13725662,343,-0.14503765
Sat Aug 10 12:31:46 GMT+05:30 2019,10-Aug-2019 12:31:45.522,73.070978106171,19.055276861472084,9.132087,7.4944577,-61.058981322683394,183.89868,-0.72783732,8.46589756,4.5202527,0.02960562,79,10.5877552,1857,5.50121355,43.13725662,344,0
Sat Aug 10 12:31:46 GMT+05:30 2019,10-Aug-2019 12:31:45.929,73.070978106171,19.055276861472084,9.132087,7.4944577,-61.058981322683394,183.89868,0.03830723,8.50420475,4.25210238,-0.001249,79,10.5877552,1886.5,5.37234831,43.13725662,344,0
Sat Aug 10 12:31:46 GMT+05:30 2019,10-Aug-2019 12:31:46.288,73.070978106171,19.055276861472084,9.132087,7.4944577,-61.058981322683394,183.89868,-1.80043972,8.65743351,2.22181916,0.01886667,79,10.5877552,1907.75,5.37031221,43.13725662,344,0.14503765
Sat Aug 10 12:31:47 GMT+05:30 2019,10-Aug-2019 12:31:46.636,73.07096979839113,19.055193505745784,9.552044,7.6708727,-61.06143156345934,185.08241,0.30645782,7.24006605,5.7843914,0.01648224,79,10.5877552,1905.25,5.53488016,43.13725662,345,-0.29007626
Sat Aug 10 12:31:47 GMT+05:30 2019,10-Aug-2019 12:31:47.133,73.07096979839113,19.055193505745784,9.552044,7.6708727,-61.06143156345934,185.08241,3.40934324,3.94564438,7.35498762,0.02040726,80,10.5877552,1945,5.544312,41.96078491,345,0
Sat Aug 10 12:31:48 GMT+05:30 2019,10-Aug-2019 12:31:47.572,73.07095739174005,19.0551046101269,9.975337,6.112675,-61.0176741508767,187.24232,-1.49398184,6.12915611,8.08282471,0.06419069,80,10.5877552,2007,6.00701857,27.45098114,346,-1.01526451
Sat Aug 10 12:31:48 GMT+05:30 2019,10-Aug-2019 12:31:47.920,73.07095739174005,19.0551046101269,9.975337,6.112675,-61.0176741508767,187.24232,-0.38307226,7.69975281,4.44363832,-0.07394087,80,10.5877552,1978.75,9.40210438,22.35294151,346,-4.49617004
Sat Aug 10 12:31:48 GMT+05:30 2019,10-Aug-2019 12:31:48.267,73.07095739174005,19.0551046101269,9.975337,6.112675,-61.0176741508767,187.24232,-0.49799395,7.77636719,5.32470465,-0.01893932,80,10.5877552,1988.75,9.76892853,25.49019623,346,-4.64120817
Sat Aug 10 12:31:49 GMT+05:30 2019,10-Aug-2019 12:31:48.745,73.07094410281087,19.05501353618987,10.10964,6.416874,-60.814769360236824,187.85179,-0.2681506,7.92959595,5.05655384,0.02064775,80,10.5877552,1989.25,7.81396294,29.01960754,347,-3.19083071
Sat Aug 10 12:31:49 GMT+05:30 2019,10-Aug-2019 12:31:49.173,73.07094410281087,19.05501353618987,10.10964,6.416874,-60.814769360236824,187.85179,-0.45968673,8.50420475,4.29040956,0.00442321,80,10.5877552,1919,7.66176844,29.41176414,347,-3.04579258
Sat Aug 10 12:31:50 GMT+05:30 2019,10-Aug-2019 12:31:49.521,73.07093237660334,19.054923931623314,10.142915,6.6210113,-60.95445462875068,188.3312,-0.5363012,8.15943909,5.13316822,-0.00695777,80,10.5877552,1983,7.17562103,35.29411697,347,-2.46564198
Sat Aug 10 12:31:50 GMT+05:30 2019,10-Aug-2019 12:31:49.854,73.07093237660334,19.054923931623314,10.142915,6.6210113,-60.95445462875068,188.3312,-0.5363012,7.46990919,5.01824665,0.02830672,80,10.5877552,2008.5,6.2720294,35.68627548,348,-1.59541512
Sat Aug 10 12:31:51 GMT+05:30 2019,10-Aug-2019 12:31:50.413,73.07092184268107,19.054835630452907,10.233489,6.6475043,-61.31668879184872,188.08138,-0.03830723,8.1211319,5.82269859,0.03764433,80,10.5877552,1951.25,6.26338816,33.33333206,348,-1.45037746
Sat Aug 10 12:31:51 GMT+05:30 2019,10-Aug-2019 12:31:50.892,73.07092184268107,19.054835630452907,10.233489,6.6475043,-61.31668879184872,188.08138,-0.9576807,7.81467438,6.16746378,-0.01623186,80,10.5877552,2001,7.52168322,25.88235283,349,-2.75571728
Sat Aug 10 12:31:51 GMT+05:30 2019,10-Aug-2019 12:31:51.307,73.07092184268107,19.054835630452907,10.233489,6.6475043,-61.31668879184872,188.08138,-0.80445176,8.23605347,5.7843914,-0.01343108,80,10.5877552,1948.25,8.80160999,33.33333206,349,-4.06105709
Sat Aug 10 12:31:52 GMT+05:30 2019,10-Aug-2019 12:31:51.715,73.0709094249231,19.054745572192747,10.196811,6.7898717,-61.63323814235628,188.23854,-0.38307226,8.04451752,4.94163227,0.04071487,80,10.5877552,2001.5,6.66879272,36.07843018,350,-1.74045277
Sat Aug 10 12:31:52 GMT+05:30 2019,10-Aug-2019 12:31:52.262,73.0709094249231,19.054745572192747,10.196811,6.7898717,-61.63323814235628,188.23854,-0.30645782,8.1211319,5.13316822,0.01464742,80,10.5877552,1995.5,6.18708611,33.72549057,350,-1.30533981
Sat Aug 10 12:31:53 GMT+05:30 2019,10-Aug-2019 12:31:52.754,73.07089773811074,19.054656115126967,10.181953,7.225766,-61.986864228732884,187.89009,-1.30244577,7.85298157,9.80665016,0.08392678,80,10.5877552,2008.5,6.8476572,29.80392075,351,-2.17556667
Sat Aug 10 12:31:53 GMT+05:30 2019,10-Aug-2019 12:31:53.167,73.07089773811074,19.054656115126967,10.181953,7.225766,-61.986864228732884,187.89009,-0.8810662,8.08282471,5.97592735,0.01058074,80,10.5877552,2004.25,7.73712683,27.84313774,351,-3.19083071
Sat Aug 10 12:31:54 GMT+05:30 2019,10-Aug-2019 12:31:53.579,73.07088703982181,19.054565691100688,10.0267725,6.723937,-62.34161967318505,187.47586,0,8.50420475,4.48194551,0.01100908,80,10.5877552,2028.25,7.90860415,26.27450943,351,-3.33586836
Sat Aug 10 12:31:54 GMT+05:30 2019,10-Aug-2019 12:31:54.114,73.07088703982181,19.054565691100688,10.0267725,6.723937,-62.34161967318505,187.47586,-0.42137951,8.35097599,4.78840351,0.00193145,80,10.5877552,1987,8.88070774,24.31372643,352,-4.20609474
Sat Aug 10 12:31:55 GMT+05:30 2019,10-Aug-2019 12:31:54.592,73.07087376252922,19.05447602696978,9.873654,7.334964,-62.834773207083344,187.66231,-0.42137951,7.01022243,7.81467438,0.02089352,80,10.5877552,1980.25,8.48644924,27.84313774,352,-3.77098131
Sat Aug 10 12:31:55 GMT+05:30 2019,10-Aug-2019 12:31:55.033,73.07087376252922,19.05447602696978,9.873654,7.334964,-62.834773207083344,187.66231,-1.57059634,7.50821638,6.01423454,-0.00387904,80,10.5877552,1954.5,7.84750366,29.01960754,353,-3.19083071
Sat Aug 10 12:31:56 GMT+05:30 2019,10-Aug-2019 12:31:55.447,73.07086034633313,19.054385026259226,10.217133,6.254865,-62.92077740468085,187.00435,-0.38307226,8.04451752,4.97993946,-0.01576674,80,10.5877552,1977.75,7.7979908,29.01960754,353,-3.04579258
Sat Aug 10 12:31:56 GMT+05:30 2019,10-Aug-2019 12:31:55.993,73.07086034633313,19.054385026259226,10.217133,6.254865,-62.92077740468085,187.00435,-0.42137951,5.28639746,7.73806,0.14969628,80,10.5877552,1961.5,8.90507984,22.35294151,354,-4.06105709
Sat Aug 10 12:31:57 GMT+05:30 2019,10-Aug-2019 12:31:56.464,73.07085213581179,19.05429146284709,10.088843,6.635578,-62.76604191027582,185.79967,-0.45968673,7.01022243,7.54652357,0.02840442,80,10.5877552,1951.25,8.19017029,38.82352829,354,-3.62594366
Sat Aug 10 12:31:57 GMT+05:30 2019,10-Aug-2019 12:31:56.872,73.07085213581179,19.05429146284709,10.088843,6.635578,-62.76604191027582,185.79967,-2.71981311,7.20175886,6.12915611,0.02207702,80,10.5877552,2034.25,6.06225252,38.82352829,355,-0.87022686
Sat Aug 10 12:31:57 GMT+05:30 2019,10-Aug-2019 12:31:57.283,73.07085213581179,19.05429146284709,10.088843,6.635578,-62.76604191027582,185.79967,0.22984336,5.86100578,8.38928318,0.06246775,80,10.5877552,2016.5,6.18410492,25.09803963,355,-1.45037746
Sat Aug 10 12:31:58 GMT+05:30 2019,10-Aug-2019 12:31:57.837,73.0708384219226,19.054201092992756,10.051478,4.7,-63.05248435586691,187.55219,1.64721072,6.4739213,7.39329481,0.08297554,80,10.5877552,1965.5,9.14018631,23.13725471,356,-4.35113239
Sat Aug 10 12:31:58 GMT+05:30 2019,10-Aug-2019 12:31:58.314,73.0708384219226,19.054201092992756,10.051478,4.7,-63.05248435586691,187.55219,1.76213241,6.93360806,6.28238535,-0.01046538,80,10.5877552,1973.75,9.60062218,23.52941132,356,-4.49617004
Sat Aug 10 12:31:59 GMT+05:30 2019,10-Aug-2019 12:31:58.726,73.07082657512193,19.05411258952806,9.569263,6.694571,-63.04997692350298,185.88892,1.18752408,8.96389103,6.62715054,0.16178685,80,10.5877552,1918,9.04370975,23.13725471,356,-4.49617004
Sat Aug 10 12:31:59 GMT+05:30 2019,10-Aug-2019 12:31:59.151,73.07082657512193,19.05411258952806,9.569263,6.694571,-63.04997692350298,185.88892,-1.03429508,9.30865574,4.36702394,0.09227327,80,10.5877552,1885.5,8.0512743,23.52941132,357,-4.35113239
Sat Aug 10 12:32:00 GMT+05:30 2019,10-Aug-2019 12:31:59.701,73.07081955493321,19.054029625203558,8.2053795,6.9031796,-62.806927762925625,185.60913,3.37103605,6.20577097,6.4739213,0.03922048,80,10.5877552,2085,7.84408283,22.35294151,357,-4.49617004
Sat Aug 10 12:32:00 GMT+05:30 2019,10-Aug-2019 12:32:00.164,73.07081955493321,19.054029625203558,8.2053795,6.9031796,-62.806927762925625,185.60913,-0.19153613,8.88727665,4.06056595,0.01521283,80,10.5877552,2045.5,6.60432482,22.74509811,358,-4.49617004
Sat Aug 10 12:32:01 GMT+05:30 2019,10-Aug-2019 12:32:00.577,73.07081386959217,19.053959943207637,6.7356634,6.879785,-62.7011798992753,185.1049,-0.11492168,8.46589756,7.35498762,0.19976744,80,10.5877552,2027.5,6.48253059,22.74509811,358,-4.49617004
Sat Aug 10 12:32:01 GMT+05:30 2019,10-Aug-2019 12:32:00.988,73.07081386959217,19.053959943207637,6.7356634,6.879785,-62.7011798992753,185.1049,-2.41335535,5.43962622,0.22984336,-0.25757548,80,10.5877552,1967,6.14229536,24.70588303,359,-4.35113239
Sat Aug 10 12:32:02 GMT+05:30 2019,10-Aug-2019 12:32:01.545,73.07080982466358,19.053901067882023,6.196829,7.3714604,-62.820336839184165,186.38905,0.11492168,8.00621033,2.7581203,0.00854105,80,10.5877552,1728.25,5.33372736,30.19607925,359,-3.48090601
Sat Aug 10 12:32:02 GMT+05:30 2019,10-Aug-2019 12:32:02.024,73.07080982466358,19.053901067882023,6.196829,7.3714604,-62.820336839184165,186.38905,1.8770541,6.43561411,2.60489154,-0.13786785,80,10.5877552,1950.5,5.37855244,29.80392075,360,-2.90075493
Sat Aug 10 12:32:03 GMT+05:30 2019,10-Aug-2019 12:32:02.437,73.07080474913742,19.053850281362983,5.7106433,6.30829,-63.15571753215045,185.36052,2.10689759,9.11711979,3.60087943,0.08118456,80,10.5877552,2059,4.81658459,40.7843132,360,-2.32060432
Sat Aug 10 12:32:03 GMT+05:30 2019,10-Aug-2019 12:32:02.859,73.07080474913742,19.053850281362983,5.7106433,6.30829,-63.15571753215045,185.36052,-0.76614451,7.16345167,9.15542698,0.09955509,80,10.5877552,2028.75,3.88176155,25.09803963,360,-0.87022686
Sat Aug 10 12:32:04 GMT+05:30 2019,10-Aug-2019 12:32:03.416,73.07079588752838,19.053800072486705,6.0531206,4.7,-63.67469992302358,185.74803,0.9576807,6.4739213,5.09486103,-0.17280602,80,10.5877552,2065.25,7.03882551,21.56862831,361,-4.93128347
Sat Aug 10 12:32:04 GMT+05:30 2019,10-Aug-2019 12:32:03.902,73.07079588752838,19.053800072486705,6.0531206,4.7,-63.67469992302358,185.74803,5.01824665,1.07260239,9.15542698,0.09729049,80,10.5877552,2013,6.74156523,23.13725471,361,-4.78624582
Sat Aug 10 12:32:04 GMT+05:30 2019,10-Aug-2019 12:32:04.349,73.07079588752838,19.053800072486705,6.0531206,4.7,-63.67469992302358,185.74803,7.89128876,-4.63517427,4.97993946,0.24883313,80,10.5877552,1842,6.33383799,23.52941132,362,-4.49617004
Sat Aug 10 12:32:04 GMT+05:30 2019,10-Aug-2019 12:32:04.769,73.07079588752838,19.053800072486705,6.0531206,4.7,-63.67469992302358,185.74803,7.89128876,-4.63517427,4.97993946,0.24883313,80,10.5877552,1671.5,5.81433964,25.09803963,362,-3.91601944
Sat Aug 10 12:32:06 GMT+05:30 2019,10-Aug-2019 12:32:05.341,73.07079197436751,19.05369715171191,5.40073,9.411119,-64.00776603631675,177.88318,7.04852962,-4.25210238,3.715801,0.02606719,80,10.5877552,1543.25,5.49207973,27.05882263,364,-3.48090601
Sat Aug 10 12:32:06 GMT+05:30 2019,10-Aug-2019 12:32:05.826,73.07079197436751,19.05369715171191,5.40073,9.411119,-64.00776603631675,177.88318,5.59285498,-5.20978308,7.35498762,0.03758638,80,10.5877552,1544.75,5.27433014,27.84313774,364,-3.33586836
Sat Aug 10 12:32:06 GMT+05:30 2019,10-Aug-2019 12:32:06.243,73.07079197436751,19.05369715171191,5.40073,9.411119,-64.00776603631675,177.88318,6.24407816,-6.16746378,4.40533113,0.02002281,80,10.5877552,1426,4.87889671,28.23529434,365,-2.75571728
Sat Aug 10 12:32:07 GMT+05:30 2019,10-Aug-2019 12:32:06.595,73.07079681711366,19.053653071236056,4.6457334,7.260511,-64.0391529975459,173.80573,5.28639746,-4.21379519,6.05254173,0.07084789,80,10.5877552,1492.75,5.19959641,27.45098114,365,-3.04579258
Sat Aug 10 12:32:07 GMT+05:30 2019,10-Aug-2019 12:32:07.075,73.07079681711366,19.053653071236056,4.6457334,7.260511,-64.0391529975459,173.80573,6.43561411,-5.20978308,5.43962622,0.04390267,80,10.5877552,1464,4.50176382,27.45098114,366,-3.19083071
Sat Aug 10 12:32:08 GMT+05:30 2019,10-Aug-2019 12:32:07.506,73.07080350768469,19.053616163554462,3.7614572,8.821689,-63.97642887663096,172.01886,5.97592735,-4.63517427,5.55454779,-0.01245919,80,10.5877552,1550.75,4.30328417,39.60784149,366,-3.19083071
Sat Aug 10 12:32:08 GMT+05:30 2019,10-Aug-2019 12:32:07.845,73.07080350768469,19.053616163554462,3.7614572,8.821689,-63.97642887663096,172.01886,6.28238535,-3.02627087,6.58884287,-0.03464161,80,10.5877552,2159.75,2.88623333,40,366,-0.87022686
Sat Aug 10 12:32:08 GMT+05:30 2019,10-Aug-2019 12:32:08.199,73.07080350768469,19.053616163554462,3.7614572,8.821689,-63.97642887663096,172.01886,6.85699368,-1.37906015,6.32069254,-0.0257678,80,10.5877552,2394.25,2.13614726,39.2156868,367,-1.16030216
Sat Aug 10 12:32:09 GMT+05:30 2019,10-Aug-2019 12:32:08.687,73.07081240778557,19.053583354376418,3.43449,8.638314,-63.82727759331465,162.72969,6.35899973,-3.06457806,6.51222849,-0.01385592,80,10.5877552,2269.5,1.92692661,39.60784149,367,-1.16030216
Sat Aug 10 12:32:09 GMT+05:30 2019,10-Aug-2019 12:32:09.130,73.07081240778557,19.053583354376418,3.43449,8.638314,-63.82727759331465,162.72969,7.50821638,-2.71981311,6.85699368,0.03807086,80,10.5877552,2578,2.08195901,41.17647171,368,-0.72518921
Sat Aug 10 12:32:10 GMT+05:30 2019,10-Aug-2019 12:32:09.498,73.07082784609649,19.053553512593894,3.8348215,9.558832,-63.514086487703025,150.0259,6.35899973,-2.10689759,6.28238535,-0.04482132,80,10.5877552,2882.5,2.04708982,41.5686264,368,-0.58015156
Sat Aug 10 12:32:10 GMT+05:30 2019,10-Aug-2019 12:32:09.844,73.07082784609649,19.053553512593894,3.8348215,9.558832,-63.514086487703025,150.0259,6.16746378,-4.175488,6.4739213,0.02494603,80,10.5877552,3168.25,2.04623342,20.7843132,368,-0.58015156
Sat Aug 10 12:32:10 GMT+05:30 2019,10-Aug-2019 12:32:10.334,73.07082784609649,19.053553512593894,3.8348215,9.558832,-63.514086487703025,150.0259,5.97592735,-3.98395157,5.70777702,-0.03452845,80,10.5877552,3128.25,4.57992268,14.11764717,369,-6.09158516
Sat Aug 10 12:32:11 GMT+05:30 2019,10-Aug-2019 12:32:10.749,73.07085154281947,19.05352057802633,4.847544,7.544753,-63.49863041937351,148.20084,7.12514448,-4.06056595,5.74608421,-0.03140437,80,10.5877552,2998,5.02134418,21.1764698,369,-6.23662329
Sat Aug 10 12:32:11 GMT+05:30 2019,10-Aug-2019 12:32:11.098,73.07085154281947,19.05352057802633,4.847544,7.544753,-63.49863041937351,148.20084,7.24006605,-3.33272886,5.32470465,-0.02174711,80,10.5877552,2795,2.91083312,35.68627548,370,-2.75571728
Sat Aug 10 12:32:11 GMT+05:30 2019,10-Aug-2019 12:32:11.441,73.07085154281947,19.05352057802633,4.847544,7.544753,-63.49863041937351,148.20084,6.89530087,-3.33272886,5.32470465,-0.02291418,80,10.5877552,2794.5,2.71937561,37.25490189,370,-1.59541512
Sat Aug 10 12:32:11 GMT+05:30 2019,10-Aug-2019 12:32:11.941,73.07085154281947,19.05352057802633,4.847544,7.544753,-63.49863041937351,148.20084,7.31668043,-3.75410819,4.40533113,-0.02831327,80,10.5877552,2144,2.84349227,36.07843018,370,-1.59541512
Sat Aug 10 12:32:11 GMT+05:30 2019,10-Aug-2019 12:32:12.387,73.07085154281947,19.05352057802633,4.847544,7.544753,-63.49863041937351,148.20084,7.73806,-4.55855989,4.06056595,-0.05477105,80,10.5877552,1941.75,4.13407612,23.13725471,371,-2.17556667
Sat Aug 10 12:32:11 GMT+05:30 2019,10-Aug-2019 12:32:12.747,73.07085154281947,19.05352057802633,4.847544,7.544753,-63.49863041937351,148.20084,6.81868649,-4.21379519,4.13718033,-0.02057022,80,10.5877552,1933,6.72640228,21.96078491,371,-4.64120817
Sat Aug 10 12:32:11 GMT+05:30 2019,10-Aug-2019 12:32:13.104,73.07085154281947,19.05352057802633,4.847544,7.544753,-63.49863041937351,148.20084,6.7803793,-4.40533113,4.36702394,-0.01941152,80,10.5877552,1980.5,6.64874077,23.52941132,371,-4.78624582
Sat Aug 10 12:32:11 GMT+05:30 2019,10-Aug-2019 12:32:13.619,73.07085154281947,19.05352057802633,4.847544,7.544753,-63.49863041937351,148.20084,7.20175886,-4.48194551,5.01824665,-0.02220274,80,10.5877552,1972.25,5.75290632,25.88235283,372,-3.77098131
Sat Aug 10 12:32:11 GMT+05:30 2019,10-Aug-2019 12:32:14.045,73.07085154281947,19.05352057802633,4.847544,7.544753,-63.49863041937351,148.20084,6.97191525,-3.94564438,5.17147589,-0.01188129,80,10.5877552,1968,5.31952906,28.62745094,372,-3.48090601
Sat Aug 10 12:32:11 GMT+05:30 2019,10-Aug-2019 12:32:14.408,73.07085154281947,19.05352057802633,4.847544,7.544753,-63.49863041937351,148.20084,6.85699368,-3.63918662,5.63116217,-0.00340527,80,10.5877552,1912.5,5.1219573,30.19607925,373,-3.19083071
Sat Aug 10 12:32:11 GMT+05:30 2019,10-Aug-2019 12:32:14.760,73.07085154281947,19.05352057802633,4.847544,7.544753,-63.49863041937351,148.20084,6.85699368,-3.63918662,5.63116217,-0.00340527,80,10.5877552,2014.25,4.26667213,42.74509811,373,-1.45037746
Sat Aug 10 12:32:11 GMT+05:30 2019,10-Aug-2019 12:32:15.252,73.07085154281947,19.05352057802633,4.847544,7.544753,-63.49863041937351,148.20084,6.85699368,-3.63918662,5.63116217,-0.00340527,81,10.5877552,2047.5,3.64186454,41.5686264,374,0
Sat Aug 10 12:32:11 GMT+05:30 2019,10-Aug-2019 12:32:15.677,73.07085154281947,19.05352057802633,4.847544,7.544753,-63.49863041937351,148.20084,6.85699368,-3.63918662,5.63116217,-0.00340527,81,10.5877552,2086,4.68966103,32.15686417,374,-2.17556667
Sat Aug 10 12:32:11 GMT+05:30 2019,10-Aug-2019 12:32:16.047,73.07085154281947,19.05352057802633,4.847544,7.544753,-63.49863041937351,148.20084,6.85699368,-3.63918662,5.63116217,-0.00340527,81,10.5877552,2139.25,3.92617941,41.5686264,374,-0.72518921
Sat Aug 10 12:32:11 GMT+05:30 2019,10-Aug-2019 12:32:16.411,73.07085154281947,19.05352057802633,4.847544,7.544753,-63.49863041937351,148.20084,6.85699368,-3.63918662,5.63116217,-0.00340527,81,10.5877552,2239.75,3.91807842,41.5686264,375,-0.58015156
Sat Aug 10 12:32:11 GMT+05:30 2019,10-Aug-2019 12:32:16.947,73.07085154281947,19.05352057802633,4.847544,7.544753,-63.49863041937351,148.20084,6.85699368,-3.63918662,5.63116217,-0.00340527,81,10.5877552,2340,3.71916962,43.13725662,375,-0.14503765
Sat Aug 10 12:32:11 GMT+05:30 2019,10-Aug-2019 12:32:17.398,73.07085154281947,19.05352057802633,4.847544,7.544753,-63.49863041937351,148.20084,6.85699368,-3.63918662,5.63116217,-0.00340527,81,10.5877552,2510.5,3.63646388,43.13725662,376,0
Sat Aug 10 12:32:11 GMT+05:30 2019,10-Aug-2019 12:32:17.738,73.07085154281947,19.05352057802633,4.847544,7.544753,-63.49863041937351,148.20084,6.85699368,-3.63918662,5.63116217,-0.00340527,81,10.5877552,2553.25,3.77853489,42.74509811,376,-0.43511391
Sat Aug 10 12:32:11 GMT+05:30 2019,10-Aug-2019 12:32:18.084,73.07085154281947,19.05352057802633,4.847544,7.544753,-63.49863041937351,148.20084,6.85699368,-3.63918662,5.63116217,-0.00340527,81,10.5877552,2674.25,3.83511686,42.35293961,376,-0.43511391
Sat Aug 10 12:32:11 GMT+05:30 2019,10-Aug-2019 12:32:18.588,73.07085154281947,19.05352057802633,4.847544,7.544753,-63.49863041937351,148.20084,6.85699368,-3.63918662,5.63116217,-0.00340527,81,10.5877552,2749.25,3.7228334,42.74509811,377,-0.29007626
Sat Aug 10 12:32:11 GMT+05:30 2019,10-Aug-2019 12:32:19.033,73.07085154281947,19.05352057802633,4.847544,7.544753,-63.49863041937351,148.20084,6.85699368,-3.63918662,5.63116217,-0.00340527,81,10.5877552,2834.25,3.78430939,27.45098114,377,-0.43511391
Sat Aug 10 12:32:11 GMT+05:30 2019,10-Aug-2019 12:32:19.374,73.07085154281947,19.05352057802633,4.847544,7.544753,-63.49863041937351,148.20084,6.85699368,-3.63918662,5.63116217,-0.00340527,81,10.5877552,2921.5,4.72347784,40.39215851,378,-2.46564198
Sat Aug 10 12:32:11 GMT+05:30 2019,10-Aug-2019 12:32:19.741,73.07085154281947,19.05352057802633,4.847544,7.544753,-63.49863041937351,148.20084,6.85699368,-3.63918662,5.63116217,-0.00340527,81,10.5877552,2949.75,3.93950629,24.31372643,378,-0.87022686
Sat Aug 10 12:32:11 GMT+05:30 2019,10-Aug-2019 12:32:20.253,73.07085154281947,19.05352057802633,4.847544,7.544753,-63.49863041937351,148.20084,6.85699368,-3.63918662,5.63116217,-0.00340527,81,10.5877552,2906,8.39627266,15.29411793,378,-5.94654751
Sat Aug 10 12:32:11 GMT+05:30 2019,10-Aug-2019 12:32:20.714,73.07085154281947,19.05352057802633,4.847544,7.544753,-63.49863041937351,148.20084,6.85699368,-3.63918662,5.63116217,-0.00340527,81,10.5877552,2675.75,8.02134514,33.72549057,379,-5.65647221
Sat Aug 10 12:32:11 GMT+05:30 2019,10-Aug-2019 12:32:21.082,73.07085154281947,19.05352057802633,4.847544,7.544753,-63.49863041937351,148.20084,6.85699368,-3.63918662,5.63116217,-0.00340527,81,10.5877552,2434.5,4.48778725,40.39215851,379,-1.01526451
